"kappa","OmegaGW"
0.5623413251903491,"Missing[""Fail""]"
0.5754399373371566,"Missing[""Fail""]"
0.5888436553555896,"Missing[""Fail""]"
0.6025595860743581,"Missing[""Fail""]"
0.6165950018614822,"Missing[""Fail""]"
0.630957344480193,"Missing[""Fail""]"
0.6456542290346563,"Missing[""Fail""]"
0.6606934480075964,"Missing[""Fail""]"
0.6760829753919819,"Missing[""Fail""]"
0.6918309709189363,"Missing[""Fail""]"
0.7079457843841388,"Missing[""Fail""]"
0.7244359600749906,"Missing[""Fail""]"
0.7413102413009177,"Missing[""Fail""]"
0.7585775750291835,"Missing[""Fail""]"
0.7762471166286912,"Missing[""Fail""]"
0.7943282347242822,"Missing[""Fail""]"
0.8128305161640995,"Missing[""Fail""]"
0.8317637711026709,"Missing[""Fail""]"
0.8511380382023759,"Missing[""Fail""]"
0.8709635899560815,"Missing[""Fail""]"
0.8912509381337459,"Missing[""Fail""]"
0.9120108393559097,"Missing[""Fail""]"
0.9332543007969905,"Missing[""Fail""]"
0.9549925860214369,"Missing[""Fail""]"
0.9772372209558111,"Missing[""Fail""]"
1.,"Missing[""Fail""]"
1.0232929922807537,"Missing[""Fail""]"
1.0471285480509007,"Missing[""Fail""]"
1.071519305237607,"Missing[""Fail""]"
1.096478196143185,"Missing[""Fail""]"
1.122018454301963,"Missing[""Fail""]"
1.1481536214968842,"Missing[""Fail""]"
1.1748975549395304,0.01655231655150283
1.2022644346174132,0.012168902839654798
1.2302687708123812,0.009161797713201516
1.2589254117941688,0.0069579905589293185
1.288249551693135,0.005293540455126597
1.3182567385564075,0.004017161959892608
1.3489628825916533,0.0030310968783783415
1.3803842646028839,0.0022671943072789997
1.4125375446227555,0.0016764638206281034
1.4454397707459279,0.0012224008791260328
1.4791083881682072,0.0008763686533465855
1.513561248436207,0.0006152996075201227
1.5488166189124828,0.0004210094708533132
1.584893192461114,0.0002794353859659889
1.6218100973589298,0.0001788135786420393
1.6595869074375598,0.00010913403770274647
1.698243652461746,0.00006260062668214883
1.7378008287493762,0.000033254166838448266
1.7782794100389228,0.000015921624214182678
1.8197008586099825,6.4594455606855356e-6
1.8620871366628695,2.0723054939142704e-6
1.9054607179632483,4.3008225076854757e-7
1.9498445997580456,3.207649043410268e-8
1.9952623149688788,0.
2.041737944669532,0.
2.089296130854041,0.
2.1379620895022327,0.
2.1877616239495516,0.
2.2387211385683425,0.
2.290867652767775,0.
2.344228815319923,0.
2.39883291901949,0.
2.4547089156850284,0.
2.5118864315095824,0.
2.570395782768865,0.
